file_id,is_attacker,reason
104.194.239.26,1,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',:'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'PHP Injection Attack: Variables Found',:'Path Traversal Attack (/../)',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Hex Encoding Identified',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',"
104.195.43.194,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',MSG"
104.201.2.194,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'PHP Injection Attack: Variables Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Unix Shell Expression Found',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'XSS Filter - Category 5: Disallowed HTML Attributes',MSG"
104.202.120.66,1,":'Path Traversal Attack (/../)',MSG"
104.203.181.202,1,":'Path Traversal Attack (/../)',MSG"
104.206.148.74,1,":'Path Traversal Attack (/../)',MSG"
104.216.9.122,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'SQL Injection Attack',MSG"
104.217.129.242,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'XSS Filter - Category 5: Disallowed HTML Attributes',MSG"
104.217.196.202,1,":'Path Traversal Attack (/../)',MSG"
104.217.248.170,1,":'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',MSG"
104.217.251.170,1,":'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',MSG"
104.217.54.2,1,":'Path Traversal Attack (/../)',MSG"
104.223.229.194,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'SQL Injection Attack',MSG"
104.224.223.82,1,":'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',MSG"
104.224.235.130,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
104.251.48.66,1,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',:'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'SQL Comment Sequence Detected.',:'SQL Hex Encoding Identified',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',MSG"
104.253.98.90,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'Path Traversal Attack (/../)',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',MSG"
106.11.158.34,1,":'Detects MySQL UDF injection and other data/structure manipulation attempts',"
106.12.21.52,1,":'Path Traversal Attack (/../)',:'SQL Comment Sequence Detected.',"
106.120.160.76,1,":'Detects MySQL UDF injection and other data/structure manipulation attempts',:'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',:'XSS Filter - Category 1: Script Tag Vector',:'XSS Filter - Category 3: Attribute Vector',:'XSS Filter - Category 4: Javascript URI Vector',"
106.120.161.64,1,":'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',:'XSS Filter - Category 1: Script Tag Vector',:'XSS Filter - Category 3: Attribute Vector',:'XSS Filter - Category 4: Javascript URI Vector',"
106.14.122.182,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
106.15.39.217,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
106.51.70.251,1,
107.149.132.1,1,":'Path Traversal Attack (/../)',MSG"
107.149.146.129,1,":'Path Traversal Attack (/../)',MSG"
107.151.122.90,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',MSG"
107.151.125.146,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',:'XSS Filter - Category 5: Disallowed HTML Attributes',"
107.158.193.34,1,":'Path Traversal Attack (/../)',MSG"
107.164.243.115,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'PHP Injection Attack: Variables Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Unix Shell Expression Found',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',:'XSS Filter - Category 5: Disallowed HTML Attributes',"
107.164.25.82,1,":'Detects blind sqli tests using sleep() or benchmark().',:'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'Remote Command Execution: Unix Shell Expression Found',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',MSG"
107.164.25.98,1,":'Path Traversal Attack (/../)',MSG"
107.165.255.58,1,":'Path Traversal Attack (/../)',MSG"
107.172.127.90,1,":'Path Traversal Attack (/../)',MSG"
107.173.106.90,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'Remote Command Execution: Unix Shell Expression Found',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
107.174.1.58,1,":'Path Traversal Attack (/../)',MSG"
107.174.1.82,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',:'XSS Filter - Category 5: Disallowed HTML Attributes',MSG"
107.174.127.130,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'Path Traversal Attack (/../)',:'Remote Command Execution: Unix Shell Expression Found',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
107.179.33.226,1,":'Path Traversal Attack (/../)',MSG"
107.183.137.226,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'PHP Injection Attack: Variables Found',:'Path Traversal Attack (/../)',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',MSG"
107.183.220.138,1,":'Path Traversal Attack (/../)',MSG"
108.186.112.1,1,":'Path Traversal Attack (/../)',MSG"
108.62.49.201,1,":'Path Traversal Attack (/../)',MSG"
108.62.56.90,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',MSG"
110.184.126.130,1,
110.52.144.149,1,
110.52.5.209,1,
110.85.255.122,1,
110.87.188.33,1,":'Detects MySQL UDF injection and other data/structure manipulation attempts',:'Detects blind sqli tests using sleep() or benchmark().',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'Path Traversal Attack (/../)',:'Remote Command Execution: Unix Shell Expression Found',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',:'XSS Filter - Category 1: Script Tag Vector',:'XSS Filter - Category 3: Attribute Vector',MSG"
111.117.122.192,1,
111.117.122.210,1,
111.117.123.39,1,
111.14.211.67,1,
111.14.211.68,1,
111.14.211.69,1,
111.16.50.166,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
111.177.16.46,1,":'PHP Injection Attack: Low-Value PHP Function Call Found',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',MSG"
111.18.64.67,1,
111.19.65.109,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'SQL Injection Attack',"
111.206.239.35,1,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',:'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'PHP Injection Attack: Variable Function Call Found',:'Path Traversal Attack (/../)',:'Remote Command Execution: Wildcard bypass technique attempt',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',"
111.206.52.66,1,":'Detects MySQL UDF injection and other data/structure manipulation attempts',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: PHP Open Tag Found',:'Path Traversal Attack (/../)',:'Possible XSS Attack Detected - HTML Tag Handler',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',:'SQL Injection Attack: Common DB Names Detected',:'XSS Filter - Category 1: Script Tag Vector',:'XSS Filter - Category 3: Attribute Vector',:'XSS Filter - Category 4: Javascript URI Vector',"
111.230.229.141,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
111.40.219.35,1,
111.72.154.255,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',MSG"
111.72.155.51,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
111.72.193.200,1,":'PHP Injection Attack: Low-Value PHP Function Call Found',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',"
111.72.201.241,1,":'PHP Injection Attack: Low-Value PHP Function Call Found',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',"
111.73.46.131,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
111.73.46.227,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
111.73.46.48,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'Possible XSS Attack Detected - HTML Tag Handler',:'XSS Filter - Category 5: Disallowed HTML Attributes',MSG"
111.77.197.218,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',MSG"
111.77.197.48,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'PHP Injection Attack: Variables Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
111.85.59.59,1,
111.85.62.129,1,
112.11.128.113,1,
112.11.128.67,1,
112.11.128.74,1,
112.11.128.75,1,":'PHP Injection Attack: Low-Value PHP Function Call Found',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',MSG"
112.114.100.33,1,":'Path Traversal Attack (/../)',"
112.114.100.51,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
112.114.101.175,1,
112.114.105.42,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
112.245.153.252,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
112.245.156.247,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
112.245.156.25,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
112.245.157.249,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'Remote Command Execution: Unix Shell Expression Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
112.245.158.178,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
112.245.158.234,1,":'PHP Injection Attack: High-Risk PHP Function Call Found',:'PHP Injection Attack: Low-Value PHP Function Call Found',:'SQL Comment Sequence Detected.',:'SQL Injection Attack',"
